#EventID|Time|Latitude|Longitude|Depth/Km|Author|Catalog|Contributor|ContributorID|MagType|Magnitude|MagAuthor|EventLocationName|web_id_locator(deprecated)
1605109|2005-06-17T20:53:21.710000|38.105|16.16|16.9|BULLETIN-SISPICK||||ML|2.6|Bollettino Sismico Italiano INGV|REGGIO CALABRIA|0
1605129|2005-06-17T23:17:47.570000|44.527|10.635|23.7|BULLETIN-SISPICK||||Md|2.0|Bollettino Sismico Italiano INGV|REGGIO EMILIA|0
1605139|2005-06-17T23:22:58.820000|45.01|7.514|32.9|BULLETIN-SISPICK||||ML|2.2|Bollettino Sismico Italiano INGV|TORINO|0
1605179|2005-06-18T02:56:09.280000|40.856|15.134|14.5|BULLETIN-SISPICK||||ML|2.5|Bollettino Sismico Italiano INGV|AVELLINO|0
1605399|2005-06-19T07:22:40.890000|37.631|15.228|29.7|BULLETIN-SISPICK||||ML|2.5|Bollettino Sismico Italiano INGV|CATANIA|0
1605409|2005-06-19T07:29:04.490000|37.631|15.234|29.8|BULLETIN-SISPICK||||ML|2.4|Bollettino Sismico Italiano INGV|CATANIA|0
1605419|2005-06-19T10:06:58.370000|37.639|15.224|27|BULLETIN-SISPICK||||ML|2.2|Bollettino Sismico Italiano INGV|CATANIA|0
1605439|2005-06-19T10:17:56.170000|38.19|16.13|5|BULLETIN-SISPICK||||ML|2.1|Bollettino Sismico Italiano INGV|REGGIO CALABRIA|0
1605459|2005-06-19T13:21:50.720000|37.644|15.13|5|BULLETIN-SISPICK||||ML|2.3|Bollettino Sismico Italiano INGV|CATANIA|0
1605469|2005-06-19T14:37:44.640000|43.005|12.796|7.9|BULLETIN-SISPICK||||ML|2.0|Bollettino Sismico Italiano INGV|PERUGIA|0
1605479|2005-06-19T15:05:17.990000|40.583|15.556|12.5|BULLETIN-SISPICK||||Md|2.0|Bollettino Sismico Italiano INGV|POTENZA|0
1605509|2005-06-19T19:33:29.060000|37.54|14.217|35.1|BULLETIN-SISPICK||||ML|2.1|Bollettino Sismico Italiano INGV|ENNA|0
1605559|2005-06-20T09:23:30.240000|38.338|14.965|10.1|BULLETIN-SISPICK||||ML|2.1|Bollettino Sismico Italiano INGV|MESSINA|0
1605619|2005-06-20T16:06:41.620000|40.804|15.885|13.2|BULLETIN-SISPICK||||ML|2.7|Bollettino Sismico Italiano INGV|POTENZA|0
1605629|2005-06-20T16:17:20.050000|40.796|15.887|15.1|BULLETIN-SISPICK||||ML|2.5|Bollettino Sismico Italiano INGV|POTENZA|0
1605659|2005-06-20T17:21:13.440000|40.792|15.885|13.2|BULLETIN-SISPICK||||ML|2.0|Bollettino Sismico Italiano INGV|POTENZA|0
1605689|2005-06-21T00:06:36.120000|43.022|13.276|6.1|BULLETIN-SISPICK||||ML|2.9|Bollettino Sismico Italiano INGV|MACERATA|0
1605799|2005-06-22T04:14:04.340000|44.147|10.986|10|BULLETIN-SISPICK||||ML|2.1|Bollettino Sismico Italiano INGV|BOLOGNA|0
1605829|2005-06-22T06:25:40.500000|43.264|12.665|11.1|BULLETIN-SISPICK||||ML|2.1|Bollettino Sismico Italiano INGV|PERUGIA|0
1605859|2005-06-22T14:32:17.590000|43.484|12.953|5.3|BULLETIN-SISPICK||||ML|2.1|Bollettino Sismico Italiano INGV|ANCONA|0
1605879|2005-06-22T19:12:58.410000|40.758|15.523|6.7|BULLETIN-SISPICK||||ML|2.0|Bollettino Sismico Italiano INGV|POTENZA|0
1605929|2005-06-23T02:55:18.850000|43.915|11.715|15.6|BULLETIN-SISPICK||||ML|2.4|Bollettino Sismico Italiano INGV|FIRENZE|0
1605989|2005-06-23T09:25:45.720000|44.275|7.49|12.5|BULLETIN-SISPICK||||Md|2.3|Bollettino Sismico Italiano INGV|CUNEO|0
1606079|2005-06-23T23:47:25.670000|40.275|15.666|12.5|BULLETIN-SISPICK||||Md|2.3|Bollettino Sismico Italiano INGV|SALERNO|0
1606159|2005-06-24T08:36:06.460000|37.961|13.962|5|BULLETIN-SISPICK||||ML|2.1|Bollettino Sismico Italiano INGV|PALERMO|0
1606189|2005-06-24T16:20:57.150000|46.619|10.158|10.2|BULLETIN-SISPICK||||ML|2.4|Bollettino Sismico Italiano INGV|SONDRIO|0
1606219|2005-06-25T08:55:14.040000|43.092|13.303|22.8|BULLETIN-SISPICK||||ML|2.0|Bollettino Sismico Italiano INGV|MACERATA|0
1606269|2005-06-25T21:47:27.140000|37.172|15.215|29.3|BULLETIN-SISPICK||||ML|2.4|Bollettino Sismico Italiano INGV|SIRACUSA|0
1606349|2005-06-26T06:31:12.550000|40.643|15.436|12.5|BULLETIN-SISPICK||||Md|2.1|Bollettino Sismico Italiano INGV|SALERNO|0
1606369|2005-06-26T12:55:21.170000|37.456|14.461|39.8|BULLETIN-SISPICK||||ML|2.3|Bollettino Sismico Italiano INGV|ENNA|0
1606479|2005-06-27T02:43:05.740000|42.697|12.584|19.1|BULLETIN-SISPICK||||ML|2.8|Bollettino Sismico Italiano INGV|TERNI|0
1606499|2005-06-27T03:31:16.260000|43.785|16.292|32.9|BULLETIN-SISPICK||||ML|3.0|Bollettino Sismico Italiano INGV|Adriatico_centro-sett.|0
1606629|2005-06-27T17:16:56.860000|43.035|13.245|14.3|BULLETIN-SISPICK||||ML|2.1|Bollettino Sismico Italiano INGV|MACERATA|0
1606679|2005-06-27T19:59:04.830000|38.696|15.334|184.4|BULLETIN-SISPICK||||ML|2.9|Bollettino Sismico Italiano INGV|MESSINA|0
1606699|2005-06-27T21:13:50.210000|43.06|13.126|17.9|BULLETIN-SISPICK||||ML|2.3|Bollettino Sismico Italiano INGV|MACERATA|0
1606719|2005-06-27T23:05:39.660000|39.225|16.223|7|BULLETIN-SISPICK||||ML|2.4|Bollettino Sismico Italiano INGV|COSENZA|0
1606749|2005-06-28T04:02:45.340000|43.361|12.529|10.2|BULLETIN-SISPICK||||ML|2.2|Bollettino Sismico Italiano INGV|PERUGIA|0
1606759|2005-06-28T04:35:52.050000|40.305|15.749|25.2|BULLETIN-SISPICK||||Md|2.5|Bollettino Sismico Italiano INGV|POTENZA|0
1606849|2005-06-28T23:33:45.150000|38.425|15.416|104.1|BULLETIN-SISPICK||||ML|2.6|Bollettino Sismico Italiano INGV|MESSINA|0
1606859|2005-06-28T23:38:07.100000|35.822|11.721|12.5|BULLETIN-SISPICK||||ML|3.4|Bollettino Sismico Italiano INGV|Mar_di_Sicilia      |0
1606879|2005-06-29T01:01:01.050000|38.441|15.494|120.3|BULLETIN-SISPICK||||ML|2.0|Bollettino Sismico Italiano INGV|MESSINA|0
1606899|2005-06-29T02:22:15.570000|39.907|15.193|12.5|BULLETIN-SISPICK||||Md|2.4|Bollettino Sismico Italiano INGV|SALERNO|0
1606959|2005-06-29T10:30:06.560000|38.598|15.678|106.3|BULLETIN-SISPICK||||ML|2.2|Bollettino Sismico Italiano INGV|VIBO VALENTIA|0
1607009|2005-06-29T18:28:19.850000|42.678|12.959|12.5|BULLETIN-SISPICK||||ML|2.0|Bollettino Sismico Italiano INGV|PERUGIA|0
1607079|2005-06-30T09:57:19.500000|38.55|13.354|18.8|BULLETIN-SISPICK||||ML|2.7|Bollettino Sismico Italiano INGV|PALERMO|0
1607089|2005-06-30T09:59:06.850000|38.61|13.387|24.4|BULLETIN-SISPICK||||Md|3.2|Bollettino Sismico Italiano INGV|PALERMO|0
1607099|2005-06-30T10:03:09.030000|43.305|13.21|3.3|BULLETIN-SISPICK||||ML|2.2|Bollettino Sismico Italiano INGV|MACERATA|0
1607109|2005-06-30T11:10:12.620000|38.576|13.384|20.2|BULLETIN-SISPICK||||ML|2.9|Bollettino Sismico Italiano INGV|PALERMO|0
1607149|2005-06-30T22:09:14.710000|40.731|15.685|24|BULLETIN-SISPICK||||Md|2.6|Bollettino Sismico Italiano INGV|POTENZA|0
1607159|2005-06-30T23:26:36.610000|40.637|15.693|21|BULLETIN-SISPICK||||Md|2.5|Bollettino Sismico Italiano INGV|POTENZA|0
1607219|2005-07-01T21:03:53.110000|38.54|13.335|9.4|BULLETIN-SISPICK||||Md|2.9|Bollettino Sismico Italiano INGV|PALERMO|0
1607259|2005-07-02T01:21:10.460000|41.087|15.192|19.9|BULLETIN-SISPICK||||Md|2.0|Bollettino Sismico Italiano INGV|AVELLINO|0
1607289|2005-07-02T02:38:11.720000|40.315|15.717|22.8|BULLETIN-SISPICK||||Md|2.0|Bollettino Sismico Italiano INGV|SALERNO|0
1607329|2005-07-02T22:00:51.260000|39.209|16.86|28.4|BULLETIN-SISPICK||||ML|2.5|Bollettino Sismico Italiano INGV|CROTONE|0
1607359|2005-07-03T04:43:45.360000|44.077|8.743|7.1|BULLETIN-SISPICK||||ML|2.1|Bollettino Sismico Italiano INGV|SAVONA|0
1607379|2005-07-03T09:27:08.090000|37.674|15.17|7.7|BULLETIN-SISPICK||||ML|2.8|Bollettino Sismico Italiano INGV|CATANIA|0
1607389|2005-07-03T12:18:30.440000|38.409|13.383|5.4|BULLETIN-SISPICK||||ML|2.9|Bollettino Sismico Italiano INGV|PALERMO|0
1607429|2005-07-03T23:44:42.850000|42.755|17.416|12.5|BULLETIN-SISPICK||||ML|4.4|Bollettino Sismico Italiano INGV|Adriatico_meridionale|0
1607439|2005-07-04T03:14:56.360000|38.169|14.846|112|BULLETIN-SISPICK||||ML|2.7|Bollettino Sismico Italiano INGV|MESSINA|0
1607469|2005-07-04T13:38:25.410000|38.421|13.961|24.9|BULLETIN-SISPICK||||ML|3.1|Bollettino Sismico Italiano INGV|PALERMO|0
1607529|2005-07-04T16:35:42.060000|37.764|14.585|32.3|BULLETIN-SISPICK||||ML|2.2|Bollettino Sismico Italiano INGV|ENNA|0
1607559|2005-07-04T20:37:40.370000|43.007|18.068|12.5|BULLETIN-SISPICK||||ML|3.1|Bollettino Sismico Italiano INGV|Adriatico_meridionale|0
1607629|2005-07-05T12:33:50.080000|45.326|7.682|12.5|BULLETIN-SISPICK||||ML|2.9|Bollettino Sismico Italiano INGV|TORINO|0
1607669|2005-07-05T18:53:10.250000|43.633|11.265|6.4|BULLETIN-SISPICK||||Md|2.0|Bollettino Sismico Italiano INGV|FIRENZE|0
1607709|2005-07-06T03:24:42.290000|42.222|12.541|19.4|BULLETIN-SISPICK||||ML|2.4|Bollettino Sismico Italiano INGV|ROMA|0
1607719|2005-07-06T08:24:00.720000|43.467|12.739|19|BULLETIN-SISPICK||||ML|2.2|Bollettino Sismico Italiano INGV|PESARO|0
1607739|2005-07-06T13:40:54.430000|43.027|13.261|8.8|BULLETIN-SISPICK||||ML|2.0|Bollettino Sismico Italiano INGV|MACERATA|0
1607759|2005-07-06T17:40:12.570000|44.301|6.931|21.5|BULLETIN-SISPICK||||Md|3.0|Bollettino Sismico Italiano INGV|CUNEO|0
1607829|2005-07-07T08:59:51.240000|37.303|13.938|27.4|BULLETIN-SISPICK||||ML|2.6|Bollettino Sismico Italiano INGV|AGRIGENTO|0
1607849|2005-07-07T09:15:30.390000|44.079|10.806|59.7|BULLETIN-SISPICK||||Md|2.1|Bollettino Sismico Italiano INGV|PISTOIA|0
1607879|2005-07-07T14:55:21.150000|40.096|16.148|12.5|BULLETIN-SISPICK||||Md|2.6|Bollettino Sismico Italiano INGV|POTENZA|0
1607889|2005-07-07T18:05:53.300000|43.87|12.001|9.3|BULLETIN-SISPICK||||ML|2.3|Bollettino Sismico Italiano INGV|FORLI|0
1607919|2005-07-07T23:55:54.070000|43.129|14.667|12.5|BULLETIN-SISPICK||||ML|2.3|Bollettino Sismico Italiano INGV|Adriatico_centro-sett.|0
1607949|2005-07-08T03:36:28.110000|37.312|15.791|28.5|BULLETIN-SISPICK||||ML|2.7|Bollettino Sismico Italiano INGV|SIRACUSA|0
1607979|2005-07-08T14:19:58.580000|43.465|12.445|12.5|BULLETIN-SISPICK||||ML|2.1|Bollettino Sismico Italiano INGV|PERUGIA|0
1607999|2005-07-08T17:19:59.710000|43.464|12.448|10.3|BULLETIN-SISPICK||||ML|2.3|Bollettino Sismico Italiano INGV|PERUGIA|0
1608009|2005-07-08T19:32:09.960000|39.448|16.69|25.7|BULLETIN-SISPICK||||ML|2.8|Bollettino Sismico Italiano INGV|COSENZA|0
1608029|2005-07-09T05:30:56.840000|37.832|14.991|26.5|BULLETIN-SISPICK||||ML|2.2|Bollettino Sismico Italiano INGV|CATANIA|0
1608079|2005-07-09T18:28:45.820000|37.834|14.996|25.5|BULLETIN-SISPICK||||ML|2.4|Bollettino Sismico Italiano INGV|CATANIA|0
1608139|2005-07-10T02:14:10.330000|39.546|17.162|5.9|BULLETIN-SISPICK||||Md|2.6|Bollettino Sismico Italiano INGV|COSENZA|0
1608189|2005-07-10T13:38:50.880000|37.837|14.989|28.8|BULLETIN-SISPICK||||ML|3.6|Bollettino Sismico Italiano INGV|CATANIA|0
1608259|2005-07-11T07:05:41.360000|44.002|11.664|28.5|BULLETIN-SISPICK||||ML|2.8|Bollettino Sismico Italiano INGV|FIRENZE|0
1608269|2005-07-11T07:50:38.120000|43.307|12.679|9.7|BULLETIN-SISPICK||||ML|2.0|Bollettino Sismico Italiano INGV|PERUGIA|0
1608309|2005-07-11T11:01:39.250000|38.124|15.678|10.8|BULLETIN-SISPICK||||ML|2.3|Bollettino Sismico Italiano INGV|REGGIO CALABRIA|0
1608339|2005-07-11T14:30:54.990000|42.916|12.922|12.5|BULLETIN-SISPICK||||ML|2.3|Bollettino Sismico Italiano INGV|PERUGIA|0
1608409|2005-07-12T05:13:26.840000|43.128|14.539|12.5|BULLETIN-SISPICK||||ML|2.2|Bollettino Sismico Italiano INGV|ASCOLI PICENO|0
1608419|2005-07-12T09:20:16.430000|43.648|11.849|12.5|BULLETIN-SISPICK||||Md|2.0|Bollettino Sismico Italiano INGV|AREZZO|0
1608449|2005-07-12T10:28:07.000000|40.482|15.711|12.5|BULLETIN-SISPICK||||Md|2.0|Bollettino Sismico Italiano INGV|POTENZA|0
1608629|2005-07-14T06:00:10.550000|44.405|10.66|26.6|BULLETIN-SISPICK||||ML|2.1|Bollettino Sismico Italiano INGV|MODENA|0
1608639|2005-07-14T06:04:03.330000|44.408|10.673|22.1|BULLETIN-SISPICK||||Md|2.4|Bollettino Sismico Italiano INGV|MODENA|0
1608669|2005-07-14T09:27:47.200000|43.637|11.829|12.5|BULLETIN-SISPICK||||Md|2.0|Bollettino Sismico Italiano INGV|AREZZO|0
1608709|2005-07-15T00:16:55.670000|40.245|15.703|12.5|BULLETIN-SISPICK||||Md|2.3|Bollettino Sismico Italiano INGV|SALERNO|0
1608759|2005-07-15T08:53:08.840000|40.74|15.354|12.5|BULLETIN-SISPICK||||ML|2.2|Bollettino Sismico Italiano INGV|SALERNO|0
1608769|2005-07-15T09:22:51.910000|41.826|13.74|17.1|BULLETIN-SISPICK||||ML|2.1|Bollettino Sismico Italiano INGV|L`AQUILA|0
1608779|2005-07-15T10:21:32.420000|43.316|13.206|5|BULLETIN-SISPICK||||ML|2.2|Bollettino Sismico Italiano INGV|MACERATA|0
1608819|2005-07-15T15:09:24.050000|44.201|12.087|19.7|BULLETIN-SISPICK||||ML|2.4|Bollettino Sismico Italiano INGV|FORLI|0
1608829|2005-07-15T15:17:18.000000|44.207|12.117|22.8|BULLETIN-SISPICK||||ML|4.4|Bollettino Sismico Italiano INGV|FORLI|0
1608839|2005-07-15T15:23:47.370000|44.225|12.104|22.2|BULLETIN-SISPICK||||ML|3.4|Bollettino Sismico Italiano INGV|FORLI|0
1608849|2005-07-15T15:56:26.440000|44.216|12.141|7.2|BULLETIN-SISPICK||||Md|2.0|Bollettino Sismico Italiano INGV|FORLI|0
1608859|2005-07-15T17:19:01.510000|44.202|12.085|21.2|BULLETIN-SISPICK||||ML|2.6|Bollettino Sismico Italiano INGV|FORLI|0
1608879|2005-07-15T19:35:42.710000|44.503|8.558|17.7|BULLETIN-SISPICK||||ML|2.7|Bollettino Sismico Italiano INGV|SAVONA|0
1608909|2005-07-15T21:28:43.370000|44.145|12.044|9.4|BULLETIN-SISPICK||||Md|2.1|Bollettino Sismico Italiano INGV|FORLI|0
1608929|2005-07-16T00:44:09.000000|44.457|10.53|22|BULLETIN-SISPICK||||Md|2.3|Bollettino Sismico Italiano INGV|REGGIO EMILIA|0
1608939|2005-07-16T00:46:40.760000|44.159|12.081|14.3|BULLETIN-SISPICK||||ML|2.3|Bollettino Sismico Italiano INGV|FORLI|0
1608949|2005-07-16T01:37:32.590000|45.536|14.003|16.6|BULLETIN-SISPICK||||Md|2.5|Bollettino Sismico Italiano INGV|TRIESTE|0
1608999|2005-07-16T09:34:42.820000|37.263|13.279|29.4|BULLETIN-SISPICK||||ML|3.5|Bollettino Sismico Italiano INGV|AGRIGENTO|0
1609009|2005-07-16T14:05:54.560000|40.421|15.668|14.3|BULLETIN-SISPICK||||Md|2.1|Bollettino Sismico Italiano INGV|POTENZA|0
1609139|2005-07-17T04:31:09.100000|46.351|13.258|9.9|BULLETIN-SISPICK||||ML|2.2|Bollettino Sismico Italiano INGV|UDINE|0
1609169|2005-07-17T19:09:58.910000|43.362|12.482|17.2|BULLETIN-SISPICK||||ML|2.0|Bollettino Sismico Italiano INGV|PERUGIA|0
1609179|2005-07-17T22:14:01.710000|38.481|12.424|8.7|BULLETIN-SISPICK||||Md|2.2|Bollettino Sismico Italiano INGV|TRAPANI|0
1609229|2005-07-18T05:56:32.660000|44.234|10.223|8.6|BULLETIN-SISPICK||||Md|2.2|Bollettino Sismico Italiano INGV|LUCCA|0
1609239|2005-07-18T06:14:58.910000|43.379|12.381|10.1|BULLETIN-SISPICK||||ML|2.1|Bollettino Sismico Italiano INGV|PERUGIA|0
1609289|2005-07-18T20:35:12.730000|37.844|14.975|9.2|BULLETIN-SISPICK||||ML|2.0|Bollettino Sismico Italiano INGV|CATANIA|0
1609329|2005-07-19T06:52:17.770000|43.264|12.678|11.8|BULLETIN-SISPICK||||ML|2.5|Bollettino Sismico Italiano INGV|PERUGIA|0
1609369|2005-07-19T08:26:25.820000|40.405|15.605|12.5|BULLETIN-SISPICK||||Md|2.2|Bollettino Sismico Italiano INGV|SALERNO|0
1609499|2005-07-20T14:27:20.540000|40.343|15.732|27.9|BULLETIN-SISPICK||||ML|2.3|Bollettino Sismico Italiano INGV|POTENZA|0
1609569|2005-07-21T01:37:48.090000|41.766|13.894|21.8|BULLETIN-SISPICK||||ML|2.2|Bollettino Sismico Italiano INGV|L`AQUILA|0
1609609|2005-07-21T15:41:42.570000|39.399|14.853|24.9|BULLETIN-SISPICK||||ML|3.8|Bollettino Sismico Italiano INGV|Tirreno_meridionale_B|0
1609669|2005-07-22T17:03:38.300000|43.336|13.25|7.2|BULLETIN-SISPICK||||ML|2.0|Bollettino Sismico Italiano INGV|MACERATA|0
1609689|2005-07-22T21:28:10.800000|37.731|15.158|30.7|BULLETIN-SISPICK||||ML|2.3|Bollettino Sismico Italiano INGV|CATANIA|0
1609749|2005-07-23T05:13:06.580000|43.386|12.734|12.5|BULLETIN-SISPICK||||ML|2.1|Bollettino Sismico Italiano INGV|PERUGIA|0
1609899|2005-07-23T23:07:44.490000|37.89|15.485|11|BULLETIN-SISPICK||||ML|2.4|Bollettino Sismico Italiano INGV|MESSINA|0
1609949|2005-07-24T06:55:51.430000|41.675|14.798|27|BULLETIN-SISPICK||||ML|2.5|Bollettino Sismico Italiano INGV|CAMPOBASSO|0
1610129|2005-07-25T10:01:31.620000|42.68|13.147|13.7|BULLETIN-SISPICK||||ML|2.0|Bollettino Sismico Italiano INGV|RIETI|0
1610229|2005-07-26T03:32:15.420000|40.003|12.711|502.1|BULLETIN-SISPICK||||ML|4.0|Bollettino Sismico Italiano INGV|Tirreno_centrale    |0
1610329|2005-07-26T18:48:59.010000|42.799|12.751|9.5|BULLETIN-SISPICK||||ML|2.0|Bollettino Sismico Italiano INGV|PERUGIA|0
1610369|2005-07-27T00:29:05.180000|42.363|13.223|15.4|BULLETIN-SISPICK||||ML|2.0|Bollettino Sismico Italiano INGV|L`AQUILA|0
1610429|2005-07-27T02:58:33.530000|37.803|15.986|40.2|BULLETIN-SISPICK||||ML|2.5|Bollettino Sismico Italiano INGV|REGGIO CALABRIA|0
1610449|2005-07-27T05:39:25.500000|44.026|11.669|9.4|BULLETIN-SISPICK||||ML|2.2|Bollettino Sismico Italiano INGV|FIRENZE|0
1610479|2005-07-27T10:00:24.770000|38.68|15.638|134.7|BULLETIN-SISPICK||||ML|2.3|Bollettino Sismico Italiano INGV|VIBO VALENTIA|0
1610519|2005-07-27T16:59:50.780000|38.452|15.107|12.5|BULLETIN-SISPICK||||ML|2.1|Bollettino Sismico Italiano INGV|MESSINA|0
1610619|2005-07-28T08:47:23.430000|37.507|16.882|34.5|BULLETIN-SISPICK||||ML|2.9|Bollettino Sismico Italiano INGV|Mar_Ionio           |0
1610669|2005-07-28T13:43:22.440000|43.484|12.439|9.1|BULLETIN-SISPICK||||ML|2.2|Bollettino Sismico Italiano INGV|PERUGIA|0
1610719|2005-07-28T18:39:54.500000|45.714|7.095|10.2|BULLETIN-SISPICK||||ML|2.1|Bollettino Sismico Italiano INGV|AOSTA|0
1610749|2005-07-28T22:45:35.280000|44.736|9.643|28.5|BULLETIN-SISPICK||||ML|2.0|Bollettino Sismico Italiano INGV|PIACENZA|0
1610759|2005-07-29T01:07:54.300000|41.76|13.618|15.1|BULLETIN-SISPICK||||ML|2.2|Bollettino Sismico Italiano INGV|FROSINONE|0
1610789|2005-07-29T02:44:55.610000|37.137|14.733|19|BULLETIN-SISPICK||||ML|2.5|Bollettino Sismico Italiano INGV|CATANIA|0
1610799|2005-07-29T02:53:13.800000|38.337|15.061|135|BULLETIN-SISPICK||||ML|2.3|Bollettino Sismico Italiano INGV|MESSINA|0
1610839|2005-07-29T10:16:53.880000|38.913|15.738|92.8|BULLETIN-SISPICK||||ML|3.5|Bollettino Sismico Italiano INGV|VIBO VALENTIA|0
1610929|2005-07-30T00:29:01.930000|43.385|12.754|12.5|BULLETIN-SISPICK||||ML|2.0|Bollettino Sismico Italiano INGV|PERUGIA|0
1610949|2005-07-30T00:56:28.680000|43.733|12.701|39.6|BULLETIN-SISPICK||||ML|2.3|Bollettino Sismico Italiano INGV|PESARO|0
1610959|2005-07-30T01:07:28.630000|43.379|12.557|8.3|BULLETIN-SISPICK||||ML|2.1|Bollettino Sismico Italiano INGV|PERUGIA|0
1611139|2005-07-31T10:57:58.300000|38.416|12.768|9.1|BULLETIN-SISPICK||||ML|2.5|Bollettino Sismico Italiano INGV|TRAPANI|0
1611199|2005-07-31T22:53:37.570000|44.063|13.524|30.7|BULLETIN-SISPICK||||ML|2.6|Bollettino Sismico Italiano INGV|ANCONA|0
1611209|2005-07-31T23:32:37.840000|39.642|15.296|10.1|BULLETIN-SISPICK||||ML|2.2|Bollettino Sismico Italiano INGV|SALERNO|0
1611239|2005-08-01T02:15:48.990000|38.479|13.736|3.9|BULLETIN-SISPICK||||Md|2.6|Bollettino Sismico Italiano INGV|PALERMO|0
1611369|2005-08-02T00:14:41.110000|42.23|13.236|11.2|BULLETIN-SISPICK||||ML|2.2|Bollettino Sismico Italiano INGV|RIETI|0
1611379|2005-08-02T01:07:48.820000|42.761|13.019|10.3|BULLETIN-SISPICK||||ML|2.2|Bollettino Sismico Italiano INGV|PERUGIA|0
1611459|2005-08-02T20:13:50.320000|44.177|12.113|16.8|BULLETIN-SISPICK||||ML|2.4|Bollettino Sismico Italiano INGV|FORLI|0
1611469|2005-08-02T20:35:32.050000|38.401|15.575|55.8|BULLETIN-SISPICK||||ML|2.2|Bollettino Sismico Italiano INGV|REGGIO CALABRIA|0
1611509|2005-08-03T04:16:08.390000|39.056|16.419|6.9|BULLETIN-SISPICK||||ML|2.3|Bollettino Sismico Italiano INGV|CATANZARO|0
1611539|2005-08-03T06:31:45.890000|40.642|13.657|469.1|BULLETIN-SISPICK||||ML|3.6|Bollettino Sismico Italiano INGV|NAPOLI|0
1611559|2005-08-03T08:36:35.370000|37.577|12.844|12.5|BULLETIN-SISPICK||||Md|2.2|Bollettino Sismico Italiano INGV|TRAPANI|0
1611599|2005-08-03T12:28:41.010000|39.68|17.227|12.5|BULLETIN-SISPICK||||ML|2.5|Bollettino Sismico Italiano INGV|COSENZA|0
1611749|2005-08-04T20:03:03.860000|39.738|16.546|9.6|BULLETIN-SISPICK||||ML|2.0|Bollettino Sismico Italiano INGV|COSENZA|0
1611769|2005-08-05T07:12:54.580000|44.786|10.664|20.9|BULLETIN-SISPICK||||ML|2.1|Bollettino Sismico Italiano INGV|REGGIO EMILIA|0
1611789|2005-08-05T09:34:09.670000|44.263|7.458|9.3|BULLETIN-SISPICK||||Md|2.2|Bollettino Sismico Italiano INGV|CUNEO|0
1611799|2005-08-05T12:46:43.310000|37.145|15.287|21.1|BULLETIN-SISPICK||||ML|2.4|Bollettino Sismico Italiano INGV|SIRACUSA|0
1611819|2005-08-05T14:58:01.640000|42.501|13.264|10|BULLETIN-SISPICK||||ML|2.1|Bollettino Sismico Italiano INGV|L`AQUILA|0
1611849|2005-08-05T20:22:16.100000|38.505|16.774|35.3|BULLETIN-SISPICK||||ML|3.0|Bollettino Sismico Italiano INGV|REGGIO CALABRIA|0
1611859|2005-08-05T21:13:00.500000|38.423|17.477|38.8|BULLETIN-SISPICK||||ML|2.8|Bollettino Sismico Italiano INGV|Mar_Ionio           |0
1611909|2005-08-06T05:44:33.820000|39.496|16.118|12.5|BULLETIN-SISPICK||||ML|2.6|Bollettino Sismico Italiano INGV|COSENZA|0
1611939|2005-08-06T09:31:46.800000|42.097|13.336|8.8|BULLETIN-SISPICK||||ML|3.1|Bollettino Sismico Italiano INGV|L`AQUILA|0
1611959|2005-08-06T12:33:53.450000|37.594|14.922|7.4|BULLETIN-SISPICK||||ML|2.5|Bollettino Sismico Italiano INGV|CATANIA|0
1612099|2005-08-07T17:49:50.020000|40.03|15.961|12.5|BULLETIN-SISPICK||||ML|2.6|Bollettino Sismico Italiano INGV|POTENZA|0
1612149|2005-08-08T00:20:49.940000|43.173|12.802|6|BULLETIN-SISPICK||||ML|2.1|Bollettino Sismico Italiano INGV|PERUGIA|0
1612189|2005-08-08T09:43:12.220000|37.562|12.847|5|BULLETIN-SISPICK||||Md|2.3|Bollettino Sismico Italiano INGV|AGRIGENTO|0
1612199|2005-08-08T17:01:33.680000|44.008|7.35|6.9|BULLETIN-SISPICK||||Md|2.4|Bollettino Sismico Italiano INGV|IMPERIA|0
1612259|2005-08-08T19:07:17.200000|38.703|12.753|8.9|BULLETIN-SISPICK||||Md|2.8|Bollettino Sismico Italiano INGV|PALERMO|0
1612279|2005-08-08T19:39:19.250000|41.89|15.711|7.5|BULLETIN-SISPICK||||ML|2.1|Bollettino Sismico Italiano INGV|FOGGIA|0
1612399|2005-08-09T10:31:15.820000|42.427|12.697|4.1|BULLETIN-SISPICK||||ML|2.0|Bollettino Sismico Italiano INGV|RIETI|0
1612429|2005-08-09T19:54:30.060000|37.808|12.649|5|BULLETIN-SISPICK||||Md|2.2|Bollettino Sismico Italiano INGV|TRAPANI|0
1612549|2005-08-10T07:36:47.500000|42.349|13.278|13.6|BULLETIN-SISPICK||||ML|2.2|Bollettino Sismico Italiano INGV|L`AQUILA|0
1612609|2005-08-10T19:35:52.790000|38.549|13.869|12.5|BULLETIN-SISPICK||||ML|2.5|Bollettino Sismico Italiano INGV|PALERMO|0
1612629|2005-08-10T20:48:00.880000|37.935|14.365|18.9|BULLETIN-SISPICK||||ML|2.1|Bollettino Sismico Italiano INGV|MESSINA|0
1612649|2005-08-11T04:05:35.500000|45.871|10.459|5.4|BULLETIN-SISPICK||||ML|2.1|Bollettino Sismico Italiano INGV|BRESCIA|0
